Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,VIKOR Score (Q),Group Utility (S),Individual Regret (R),Rank
DOV,Dover Corporation,0.2606837606837607,0.0196455998139578,0.0057700940676367,0.0057700940676357,0.0640632745304217,0.141253697558297,0.3735360044150141,0.0031691763608747,0.14416471154638727,0.08977524935790437,0.052136752136752146,119
IEX,IDEX Corporation,0.2564102564102564,0.0130759785386179,0.0027674439868594,0.0027674439868596,0.1360580478975009,0.1594323105033241,0.3739451910133704,0.002014932833863,0.1410378568593053,0.08881491861184296,0.05128205128205128,120
DXCM,"DexCom, Inc.",0.2649572649572649,0.0129137812417008,0.0073791967559964,0.007379196755996,0.1258500558769066,0.0548297775382898,0.3810475578516212,0.0180248505973697,0.1407259614102777,0.08257887749997496,0.052991452991452984,121
RVTY,"Revvity, Inc.",0.2649572649572649,0.0125334253731469,0.0020434285316709,0.0020434285316696,0.0744453044072553,0.0805841019022419,0.3759662368519286,0.0035404194361663,0.14067715108628923,0.0825182385630453,0.052991452991452984,122
XYL,Xylem Inc.,0.2606837606837607,0.0190859973077235,0.0065271943231336,0.0065271943231339,0.0396479509103516,0.084205230296076,0.3716871737071601,0.0062965140075096,0.13973940214978203,0.08427751782352164,0.052136752136752146,123
DTE,DTE Energy Company,0.2564102564102564,0.0318799276329266,0.005442940990679,0.0054429409906785,0.0805177205537922,0.0865487056562146,0.3797249248337243,0.0065880322699346,0.13850434631989259,0.08566744133129273,0.05128205128205128,124
TSN,"Tyson Foods, Inc.",0.2625152625152625,0.0296688107043591,0.0041596917159196,0.0041596917159188,0.0127765098106666,0.0374672953669363,0.37113323969229,0.0094827251642481,0.1380929552731051,0.08097881057703227,0.05250305250305251,125
IP,International Paper Company,0.2625152625152625,0.0210207255512167,0.0036284398537389,0.0036284398537384,0.0158475998280386,0.0346396460851067,0.3727590687645351,0.0173201929145093,0.1370737573586838,0.0797126219308351,0.05250305250305251,126
PPL,PPL Corporation,0.2594627594627595,0.0306289009496581,0.0051522120836182,0.0051522120836173,0.0074048540912258,0.017231557602018,0.3717995341976804,0.0203447215667243,0.13511094855056333,0.07936292123420628,0.0518925518925519,127
CSCO,"Cisco Systems, Inc.",0.2185592185592185,0.1068251577778327,0.0686848648068307,0.0686848648068301,0.0278257123766532,0.0378216191146979,0.3701014625040302,0.0889165153655825,0.13488691369545083,0.10707413816458795,0.0437118437118437,128
SOLV,Solventum Corporation,0.2551892551892551,0.0201842828265563,0.0013892555170368,0.0013892555170372,0.0210555956292369,0.0444216661518438,0.376409626954895,0.003727474236344,0.1316047302324294,0.07793129250409159,0.05103785103785102,129
UDR,"UDR, Inc.",0.2564102564102564,0.0139967774688454,0.0028415879460602,0.0028415879460599,0.0247161952730788,0.0259336764568528,0.3780878711959041,0.0083059735632922,0.13084110657268705,0.07614710477673076,0.05128205128205128,130
HSIC,"Henry Schein, Inc.",0.2551892551892551,0.0135072915751584,0.0005264765792229,0.0005264765792221,0.0353309180523135,0.046798391802652,0.369755804580359,0.0070260106713403,0.13064647727551545,0.07674081811529905,0.05103785103785102,131
KMX,CarMax Inc,0.2515262515262515,0.0135434258807542,0.0018219861775582,0.0018219861775582,0.0447691222954904,0.0582154247801409,0.3757125496932971,0.009259506480394,0.12960502283401854,0.0779535056623819,0.05030525030525031,132
LKQ,LKQ Corporation,0.2551892551892551,0.0193987544440389,0.0007944420910002,0.0007944420909997,0.0243506070482729,0.0207548431454829,0.369707348084917,0.0104141711381382,0.129460600334293,0.07526755772345899,0.05103785103785102,133
K,Kellanova,0.2484737484737484,0.0215807777288095,0.0063113911019411,0.0063113911019403,0.009560201998908,0.0552468264729577,0.3720136623682605,0.0094489769021895,0.12910662580376756,0.07942309986447613,0.049694749694749685,134
SBUX,Starbucks Corporation,0.2332112332112332,0.0555330619018327,0.0281813471509908,0.0281813471509909,0.0402110904724938,0.061175030277595,0.3648450255827751,0.0412801066573409,0.12909327236574,0.08985037008561551,0.04664224664224664,135
GIS,"General Mills, Inc.",0.2454212454212454,0.037455724001112,0.0085337457624931,0.0085337457624927,0.0184021006196829,0.0418900514484824,0.3697518737366759,0.0207436049052526,0.12867569609372512,0.08097651130523277,0.04908424908424908,136
HII,"Huntington Ingalls Industries, ",0.238095238095238,0.0145910298065944,0.0001458212643585,0.0001458212643576,0.1661929900474653,0.1421345479582987,0.3760369507610023,0.0025455070971274,0.12626448682943658,0.0829940262483371,0.0476190476190476,137
JBHT,"J.B. Hunt Transport Services, I",0.2344322344322344,0.0182754269786189,0.0030961900690953,0.0030961900690949,0.1250220966530161,0.1261982448301005,0.3697511084786192,0.0032252773064456,0.12330612145431327,0.08182526184621036,0.046886446886446886,138
DHI,"D.R. Horton, Inc.",0.2234432234432234,0.0519174472242255,0.0114886762985134,0.0114886762985126,0.0674217327085282,0.1019169739199389,0.3681215492883536,0.0128799065393673,0.1199413329494198,0.08516463506769258,0.04468864468864468,139
BBY,"Best Buy Co., Inc.",0.2338217338217338,0.0262503066272219,0.0034382360811636,0.0034382360811627,0.047772596600558,0.0592468401212064,0.3636245889534328,0.0130583948593517,0.11867709331837009,0.07649219709952645,0.046764346764346765,140
HRL,Hormel Foods Corporation,0.2393162393162393,0.016648176189714,0.0031655867419162,0.0031655867419159,0.0028118795765345,0.0166379668253999,0.3725218726846656,0.0112186551659763,0.11821713095427076,0.07216097872386197,0.04786324786324786,141
CE,Celanese Corporation,0.2356532356532356,0.0202642908124962,0.0001483636646982,0.0001483636646981,0.0348021356080227,0.0454738087346544,0.3316149363294878,0.0131498362247374,0.11607030413436387,0.07200041978411574,0.04713064713064712,142
WEC,"WEC Energy Group, Inc.",0.2234432234432234,0.0321795930950317,0.0069636914565917,0.0069636914565905,0.0344726084933018,0.0663360272663232,0.3606536558614114,0.0076989574814361,0.11309238538996022,0.07665592491877961,0.04468864468864468,143
EL,"Estee Lauder Companies, Inc. (T",0.2252747252747252,0.0245337835051956,0.005991026884033,0.0059910268840333,0.0284477975980589,0.0504256311849439,0.3743385262879586,0.0206312730780333,0.1130285642141597,0.07532337426000989,0.04505494505494504,144
AOS,A.O. Smith Corporation,0.2301587301587301,0.0126861237117389,0.0009088868129073,0.0009088868129061,0.0223503452160801,0.0459273687431733,0.3700212209516403,0.0041738846869658,0.11264902534158718,0.07150982345975714,0.04603174603174602,145
AES,The AES Corporation,0.2271062271062271,0.0310507597157103,0.0006899489082176,0.0006899489082167,0.0124844043657244,0.0018586298399453,0.3949772960744322,0.0645176898697847,0.11252656444442541,0.07344645753377159,0.045421245421245426,146
VTRS,Viatris Inc.,0.2234432234432234,0.0401621590515767,0.0024216283911235,0.0024216283911227,0.0041946436483808,0.001491622185479,0.36975788390977,0.0483139301276884,0.10974087379195688,0.07249221356012808,0.04468864468864468,147
SWK,"Stanley Black & Decker, Inc.",0.2216117216117216,0.018901980243457,0.0017222306378898,0.0017222306378887,0.0616774981453865,0.0564226135985956,0.3725148233285568,0.0074233252924478,0.10858821103207818,0.07231347958434002,0.044322344322344324,148
DE,Deere & Company,0.1501831501831501,0.1112764834167715,0.0335622695003252,0.0335622695003255,0.2282581727689738,0.333590157852666,0.368989275167946,0.0052525752375311,0.10781900623696228,0.10886789177049884,0.0333590157852666,149
BLDR,"Builders FirstSource, Inc.",0.2118437118437118,0.0238873869787931,0.0031435808095994,0.0031435808095985,0.1087646234649357,0.1105552624568873,0.3652432269660747,0.0058841310767333,0.10658333782503845,0.07650681894418268,0.042368742368742364,150
BWA,BorgWarner Inc.,0.2234432234432234,0.0204897660864242,0.0,0.0,0.0118233368345993,0.016801527645646,0.3697644645957542,0.0111590653952363,0.10651810162639264,0.06848844013439982,0.04468864468864468,151
PARA,Paramount Global,0.2185592185592185,0.0295306154308253,0.000189589247692,0.0001895892476916,0.0038178316719965,0.0,0.3028952610872953,0.0495265529207547,0.10167959056009085,0.06581940743010929,0.0437118437118437,152
JCI,Johnson Controls International ,0.1947496947496947,0.0303088708678918,0.0141035330258367,0.0141035330258358,0.0530159178679477,0.0553972219594275,0.351110224133188,0.0158505557898388,0.09323041269384164,0.07161509096290163,0.03894993894993894,153
ADM,Archer-Daniels-Midland Company,0.1813186813186813,0.0358075695455136,0.0052217226091889,0.0052217226091889,0.0335977592046612,0.0314812629231114,0.3714991641348546,0.0151147465239227,0.08105540669326039,0.06568021075002832,0.03626373626373627,154
VLO,Valero Energy Corporation,0.1599511599511599,0.063650186659186,0.0092871286946011,0.0092871286946003,0.030326697826054,0.0853691373949804,0.3690962586824657,0.0138467014635063,0.07437956547514121,0.07200796083890046,0.03199023199023198,155
ON,ON Semiconductor Corporation,0.1355311355311355,0.0265601553301542,0.006354380780411,0.0063543807804107,0.0594724707878295,0.0434356772989155,0.3945109345941086,0.0279897045795544,0.05002792889317674,0.05846516458066574,0.0271062271062271,156
ENPH,"Enphase Energy, Inc.",0.0641025641025641,0.0075496406666398,0.0008145131487162,0.0008145131487151,0.1280052685630125,0.0482348366667392,0.368927117106489,0.0184118545260574,0.01001759169165847,0.03838774523060746,0.01844635585532445,157
PFG,Principal Financial Group Inc,0.0421245421245421,0.00669137817463,0.0032530119665641,0.0032530119665633,0.062817387710927,0.0527298440591922,0.3697071447864358,0.005859763194243,0.006960085812707888,0.03445584878481262,0.01848535723932179,158
ALB,Albemarle Corporation,0.0,0.0,0.0010473700186814,0.001047370018681,0.0563333953186292,0.0616644262815517,0.3803501630822606,0.0088868986599364,0.001572957407380493,0.0259425069871413,0.01901750815411303,159
