Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,VIKOR Score (Q),Group Utility (S),Individual Regret (R),Rank
IQV,"IQVIA Holdings, Inc.",0.278998778998779,0.0273631398989498,0.0087587573692055,0.0087587573692049,0.1872164413634196,0.1475650271458606,0.3714054590157682,0.006233851570856,0.15940025889061438,0.09617032231939832,0.0557997557997558,95
DLR,"Digital Realty Trust, Inc.",0.2625152625152625,0.0238035097709773,0.0162231813074176,0.0162231813074174,0.118154756030184,0.1335485778768289,0.6403405071323502,0.0089872418387906,0.15884653527243747,0.10676177872411645,0.05250305250305251,96
GPN,Global Payments Inc.,0.2838827838827839,0.0384852330770054,0.0065431430403014,0.0065431430403003,0.070703163322923,0.0801224358855454,0.3768746198335848,0.0087634207202763,0.15857773196690977,0.09180643047860007,0.056776556776556776,97
SHW,Sherwin-Williams Company (The),0.257020757020757,0.0388027587779137,0.0243133673330866,0.0243133673330855,0.2162293591014152,0.2647129240143564,0.3698986120907461,0.0077454179252161,0.158323731777128,0.10987206939236886,0.0514041514041514,98
PPG,"PPG Industries, Inc.",0.2435897435897435,0.0276758970352652,0.0063540821502475,0.0063540821502473,0.0628966752978753,0.0867069049928508,1.0,0.0117374375179872,0.15780605933205913,0.11403312053198353,0.05,99
WMB,"Williams Companies, Inc. (The)",0.2802197802197802,0.0494524884862789,0.0176900626247174,0.0176900626247166,0.0229520564204053,0.0339129624306618,0.3729971622012148,0.0353874372591391,0.15718231352283646,0.09257937497393312,0.056043956043956046,100
FRT,Federal Realty Investment Trust,0.2881562881562881,0.0121764463637584,0.0007920723362239,0.0007920723362239,0.0680540374941722,0.0800286310862249,0.3810605203578437,0.0023899292354105,0.15695867409983005,0.08687073209538683,0.05763125763125762,101
STZ,"Constellation Brands, Inc.",0.2704517704517705,0.035075137761173,0.0104387187738948,0.0104387187738942,0.0438313857487218,0.1715888957500755,0.3697552319869583,0.0075797706926241,0.15657493892529117,0.09850888043790564,0.0540903540903541,102
ALLE,Allegion plc,0.2857142857142857,0.0132629049672641,0.0013725362718327,0.0013725362718315,0.0485942432557207,0.0961031586527702,0.3726858820093174,0.0032773488181054,0.15648439254176555,0.08795253148482314,0.05714285714285714,103
TTWO,"Take-Two Interactive Software, ",0.2777777777777778,0.0080056835331569,0.0075905149254214,0.007590514925421,0.1051186616760379,0.1356983347483011,0.4081753450950001,0.0061734482200468,0.15643408202239975,0.0933208358464338,0.05555555555555556,104
CAT,"Caterpillar, Inc.",0.2271062271062271,0.1218592930894206,0.0515678616450334,0.0515678616450325,0.3201713665984506,0.2809224590237382,0.3815264857900618,0.0094256475009378,0.15548096035669157,0.12681035049194217,0.045421245421245426,105
INVH,Invitation Homes Inc.,0.2881562881562881,0.0170394852332846,0.00386319986885,0.0038631998688495,0.0121127635048551,0.0169913415558468,0.3748890543415624,0.0154527056628354,0.15349072323493523,0.082562363771073,0.05763125763125762,106
EXPE,"Expedia Group, Inc.",0.2728937728937728,0.0193114735126481,0.0050852455137526,0.005085245513752,0.1706505453353139,0.1376652806048036,0.3721196566750984,0.0061985986941266,0.1524260106200692,0.09168349017661803,0.054578754578754565,107
VLTO,Veralto Corp,0.2814407814407814,0.0160020710652478,0.0057140548731693,0.0057140548731693,0.0685787284936975,0.0739166960285997,0.348275274122072,0.0071793016254003,0.1522104117676709,0.08556708201885456,0.05628815628815628,108
MO,"Altria Group, Inc.",0.2606837606837607,0.0956531985598074,0.02560168274414,0.0256016827441391,0.0168647214824955,0.0341646032942082,0.3697560257283013,0.0385917144863581,0.15078435399317644,0.0979990849735496,0.052136752136752146,109
BKR,Baker Hughes Company,0.2771672771672772,0.0383459895012984,0.0100021948881512,0.0100021948881506,0.0188610804841864,0.0234824825022172,0.3697543421475762,0.030497450988526,0.1506452087583341,0.0865468510274108,0.05543345543345544,110
UAL,"United Airlines Holdings, Inc.",0.268009768009768,0.0612281394165958,0.007612896011881,0.0076128960118798,0.0777037373265574,0.0687103916528389,0.3824610750490725,0.027853511120809,0.15035836671512956,0.09245681198482603,0.053601953601953606,111
DG,Dollar General Corporation,0.2783882783882784,0.0288067581251846,0.002986238175783,0.0029862381757831,0.0585586315290987,0.0519593193680333,0.3663848049562285,0.0179171190367295,0.1503185883881038,0.08530556924177304,0.05567765567765568,112
PAYX,"Paychex, Inc.",0.268009768009768,0.023957727496023,0.0131449749956248,0.0131449749956241,0.0643348737097026,0.1018921589475725,0.3728284927672148,0.0086272758340637,0.1487036627316087,0.09040110978302064,0.053601953601953606,113
FAST,Fastenal Company,0.2741147741147741,0.0191165460992086,0.01090310485389,0.0109031048538903,0.0322750827669731,0.0507365665882213,0.3720918510329994,0.0120881943495119,0.14791519933135822,0.08524402758670564,0.05482295482295482,114
IFF,International Flavors & Fragran,0.2753357753357753,0.0204461256207288,0.0045415513502402,0.0045415513502404,0.0382718162180553,0.059386213821038,0.3691047808719528,0.0084997932048387,0.14784023664713533,0.08431538979321315,0.055067155067155066,115
EQR,Equity Residential,0.2735042735042735,0.0198655766219573,0.0063588714314942,0.0063588714314933,0.0412659402312546,0.0479302211183167,0.3825269564250289,0.0071487351258262,0.14646903749343473,0.08386515967646678,0.0547008547008547,116
BAX,Baxter International Inc.,0.2759462759462759,0.026759446324665,0.0024576565649806,0.0024576565649799,0.0117990075694478,0.014879918631032,0.3773776289189718,0.0256064982307643,0.14597281717784272,0.08157766859933242,0.05518925518925519,117
WST,"West Pharmaceutical Services, I",0.2521367521367521,0.0122177160466081,0.0051729954987033,0.0051729954987021,0.1978915538531497,0.2536444444364335,0.3694950215235708,0.0020641239464605,0.14587962077156538,0.0977543082768965,0.050427350427350415,118
