Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,Utility Score (Q),Rank
CME,CME Group Inc.,0.3656898656898657,0.037421539667898,0.0239942411860646,0.0239942411860647,0.1029145539812709,0.1509336524984033,0.2967371978641873,0.004807915449074,4.795541554603325,44
O,Realty Income Corporation,0.4273504273504273,0.0394272415063101,0.011917450731515,0.0119174507315137,0.0189428260591926,0.0331269304349956,0.1953835443683385,0.0143221170628881,4.747464932955238,45
DELL,Dell Technologies Inc.,0.3083028083028083,0.0702689878300003,0.0225163404157327,0.0225163404157315,0.1405724122053466,0.0799743748064111,0.4699165897221435,0.0258502587173126,4.731941956214633,46
UAL,"United Airlines Holdings, Inc.",0.268009768009768,0.0612281394165958,0.007612896011881,0.0076128960118798,0.0478436963169026,0.0331795244903836,0.8282554098680458,0.0209698612129526,4.651244106623375,47
NDAQ,"Nasdaq, Inc.",0.4426129426129426,0.0250720149844424,0.0114485043200651,0.0114485043200647,0.0245107454213597,0.040925195913735,0.3924838568272146,0.0071340951941343,4.628051107426705,48
HPE,Hewlett Packard Enterprise Comp,0.3144078144078144,0.0425063824262541,0.0065167771075979,0.0065167771075982,0.0065503908473593,0.0053384037678477,0.3546459988751038,0.0399159009787188,4.5728691661231515,49
MSI,"Motorola Solutions, Inc.",0.3089133089133089,0.0297269979919529,0.0217400861459801,0.0217400861459794,0.1695250768505074,0.2889057619946572,0.4529439805576178,0.001493351860806,4.488437019989799,50
FTNT,"Fortinet, Inc.",0.3321123321123321,0.0193689336918962,0.0205112031146265,0.020511203114626,0.0478553501281373,0.0452080960797171,0.526866193498384,0.0138453872486493,4.474718151859899,51
ALL,Allstate Corporation (The),0.3424908424908425,0.051845440223079,0.0134524271918399,0.0134524271918393,0.0951140504489898,0.121813534210852,0.3841577046597098,0.0036970011023784,4.281860677784298,52
AJG,Arthur J. Gallagher & Co.,0.3253968253968253,0.0314013376579652,0.0193652347481601,0.0193652347481599,0.1267755735058968,0.1915479740985294,0.3469145844408919,0.002235574521088,4.157500758961364,53
TT,Trane Technologies plc,0.3223443223443223,0.0336488211757806,0.0236605841930051,0.0236605841930051,0.204049509419883,0.2431764201876674,0.4780867716704605,0.0025888733017178,4.03253780364672,54
SHW,Sherwin-Williams Company (The),0.257020757020757,0.0388027587779137,0.0243133673330866,0.0243133673330855,0.1744367800949788,0.2468376488759953,0.2937590975941154,0.003951862808042,3.954843214235964,55
EIX,Edison International,0.3174603174603175,0.0536710686988285,0.007234275892688,0.0072342758926867,0.0308668532532328,0.0485038692364723,0.2794217732878412,0.0049857085551204,3.943172919274878,56
GLW,Corning Incorporated,0.2948717948717949,0.025762989490118,0.0101873679867644,0.0101873679867635,0.0134409178059856,0.0206796402392681,0.4714969054501766,0.0141694039331022,3.934583040345116,57
PEG,Public Service Enterprise Group,0.2991452991452991,0.0362221535041217,0.0107559784823951,0.0107559784823945,0.0319501560766317,0.0474219068990528,0.3995473176444182,0.0068462420152739,3.891734076286743,58
BKR,Baker Hughes Company,0.2771672771672772,0.0383459895012984,0.0100021948881512,0.0100021948881506,0.0155143198707482,0.0173996095785169,0.3172401977985836,0.0183568456332016,3.8904776653158764,59
VRTX,Vertex Pharmaceuticals Incorpor,0.3235653235653236,0.0391431572033278,0.0289615060101308,0.0289615060101305,0.2782301691423789,0.3337698695293742,0.2231886935250945,0.0028810507242726,3.8342637636402834,60
EQT,EQT Corporation,0.3717948717948718,0.0257203517077624,0.0056744384712542,0.0056744384712537,0.0232423667549372,0.0194950655085436,0.2816804868055746,0.0183957330300211,3.8141900356447365,61
BDX,"Becton, Dickinson and Company",0.2948717948717949,0.0439610646161012,0.017940430420893,0.0179404304208918,0.1250529304723522,0.1679172883633661,0.2065925461962935,0.0035388433759762,3.8066362233887485,62
HLT,Hilton Worldwide Holdings Inc.,0.2912087912087912,0.0246719769167362,0.0163530431225869,0.016353043122587,0.1020318839304454,0.1544349390326244,0.4007945051495902,0.0036717299758562,3.781959994392613,63
HIG,Hartford Financial Services Gro,0.3107448107448107,0.0377422977890068,0.007522322105447,0.0075223221054471,0.042261533078523,0.0698477837406142,0.3836897115112969,0.0038731131480691,3.739181915853574,64
FOXA,Fox Corporation,0.3205128205128205,0.0288105472813527,0.0045488043303354,0.0045488043303353,0.0119706367611773,0.0189122085899771,0.5081117266541986,0.0079318820496097,3.7206316481621364,65
FOX,Fox Corporation,0.3205128205128205,0.0288105472813527,0.0045473659283814,0.0045473659283808,0.009836519742052,0.0169134163140733,0.5165545773976785,0.0025415689217149,3.619010154027148,66
ED,"Consolidated Edison, Inc.",0.2875457875457875,0.0472122760519212,0.0073574421707338,0.0073574421707333,0.0371970979581901,0.0628686305195642,0.2263473893763178,0.0046620019588696,3.580853459770333,67
CLX,Clorox Company (The),0.4181929181929182,0.0167730535568633,0.004065333916456,0.0040653339164554,0.0715468388899647,0.1032651477928569,0.2952348357840488,0.0028882220449183,3.4834161502437304,68
PH,Parker-Hannifin Corporation,0.2600732600732601,0.0428930141428987,0.0231893532608046,0.0231893532608042,0.3253335865264205,0.4195954434880284,0.4118727202222641,0.0013196461845189,3.4473058432517814,69
JCI,Johnson Controls International ,0.1947496947496947,0.0303088708678918,0.0141035330258367,0.0141035330258358,0.0330023944131184,0.0432242099447086,0.4125235972853994,0.0121776033405623,3.4394047671795795,70
PAYX,"Paychex, Inc.",0.268009768009768,0.023957727496023,0.0131449749956248,0.0131449749956241,0.0584592306824248,0.0870337827816849,0.3153371345061693,0.0043839133725365,3.377721382759803,71
BRO,"Brown & Brown, Inc.",0.3131868131868132,0.0179171608664288,0.0068234074487173,0.0068234074487172,0.0365409099826415,0.0619473144744295,0.4303923415291126,0.0030894342438417,3.3770629990003695,72
IRM,Iron Mountain Incorporated (Del,0.3272283272283273,0.0213624301648626,0.0072514328177255,0.0072514328177257,0.0565398434298265,0.0620193511250062,0.4628968685249895,0.0038668986406771,3.3639803568925917,73
FAST,Fastenal Company,0.2741147741147741,0.0191165460992086,0.01090310485389,0.0109031048538903,0.0299776996466908,0.0446411780223666,0.3125749718930397,0.0081470917574076,3.3134127425161255,74
DLR,"Digital Realty Trust, Inc.",0.2625152625152625,0.0238035097709773,0.0162231813074176,0.0162231813074174,0.092922877201487,0.1058511834390293,0.3733518650754882,0.0045792105328109,3.3127317154984746,75
PPL,PPL Corporation,0.2594627594627595,0.0306289009496581,0.0051522120836182,0.0051522120836173,0.0045480370890284,0.0133637148256936,0.3132132534836601,0.0123323161144731,3.2965238884587085,76
GIS,"General Mills, Inc.",0.2454212454212454,0.037455724001112,0.0085337457624931,0.0085337457624927,0.0283314052708113,0.0419588668797114,0.2173099159401608,0.0100529331392767,3.2697332561825188,77
VTRS,Viatris Inc.,0.2234432234432234,0.0401621590515767,0.0024216283911235,0.0024216283911227,0.0,7.901868608567073e-05,0.2794032222652081,0.0223871012873951,3.2467697227525445,78
GDDY,GoDaddy Inc.,0.2973137973137973,0.0141880828400068,0.0066423710000143,0.0066423710000132,0.0821922607094393,0.1003520421730188,0.6594166934799012,0.0034549708889939,3.2337614543463213,79
KIM,Kimco Realty Corporation (HC),0.336996336996337,0.0154990573254426,0.0026777868128126,0.0026777868128127,0.0028072537262012,0.0070939350910703,0.2799781014432891,0.0114870146137072,3.221063863229725,80
IR,Ingersoll Rand Inc.,0.2954822954822955,0.0206286884683037,0.0091796305457986,0.0091796305457978,0.0498596481632282,0.0615677421244016,0.3233241152705734,0.0061371616245061,3.207432205110662,81
K,Kellanova,0.2484737484737484,0.0215807777288095,0.0063113911019411,0.0063113911019403,0.0153874874103605,0.0408898977019799,0.4044331099961096,0.0073368642057434,3.202022673354237,82
WTW,Willis Towers Watson Public Lim,0.2875457875457875,0.0255738798744413,0.0075991397378301,0.0075991397378302,0.1265788312617305,0.1998525854585708,0.3746225910145548,0.0010009148047978,3.1688529913334915,83
LEN,Lennar Corporation,0.300976800976801,0.0470557755232087,0.0092150655032789,0.0092150655032781,0.1144619503770443,0.115160201406205,0.2102751392481042,0.0051458521203509,3.1537553969451118,84
EA,Electronic Arts Inc.,0.2881562881562881,0.0205479533740181,0.0096577847206221,0.0096577847206211,0.0675540290831459,0.098699013029019,0.2748670454595077,0.0050558139754879,3.146593140539279,85
PKG,Packaging Corporation of Americ,0.3302808302808303,0.0186204990069724,0.0041015359801687,0.0041015359801676,0.0928672130219477,0.137928331227343,0.4033109182310175,0.0012418129838556,3.091477307610677,86
IP,International Paper Company,0.2625152625152625,0.0210207255512167,0.0036284398537389,0.0036284398537384,0.022737596120747,0.0244894741866679,0.4453824190846371,0.0131810689394058,3.0890438004269662,87
VRSK,"Verisk Analytics, Inc.",0.2954822954822955,0.0167148662692694,0.0097585574692848,0.0097585574692835,0.1195070158006156,0.1865564941473833,0.3066456216648716,0.0016934341492945,3.079549059586878,88
ANSS,"ANSYS, Inc.",0.4432234432234432,0.0128825709771303,0.0068713052383531,0.0068713052383522,0.1910421833522189,0.2411747684936117,0.2196980066683339,0.0010283246903574,3.06977715640986,89
STZ,"Constellation Brands, Inc.",0.2704517704517705,0.035075137761173,0.0104387187738948,0.0104387187738942,0.1276854594815866,0.1789681088195597,0.2089764421875213,0.002889871246897,3.05962299394828,90
HST,"Host Hotels & Resorts, Inc.",0.3089133089133089,0.0178204247335532,0.0017993248142472,0.0017993248142459,0.0035139208141147,0.0051971181015444,0.2049546281424015,0.0176589199221409,3.0551470326683585,91
AXON,"Axon Enterprise, Inc.",0.4462759462759463,0.0081338410340824,0.0125149922685241,0.0125149922685244,0.3043548462110248,0.265461672547499,0.8785441582622555,0.0012507513824746,3.010846622882594,92
GPN,Global Payments Inc.,0.2838827838827839,0.0384852330770054,0.0065431430403014,0.0065431430403003,0.0713837349048667,0.0771185764890111,0.1867360055819125,0.0055492492606398,2.9607712359458547,93
EQIX,"Equinix, Inc.",0.3681318681318681,0.0311882772237182,0.025060104499765,0.0250601044997645,0.507222583187911,0.618631794521627,0.2984358020324942,0.0010364475145272,2.960698976468782,94
INCY,Incyte Corporation,0.398046398046398,0.0073866508006784,0.0019107511939916,0.001910751193991,0.0417529003049333,0.0390135696728446,0.2592725724406079,0.0057910723945743,2.955937931105032,95
EQR,Equity Residential,0.2735042735042735,0.0198655766219573,0.0063588714314942,0.0063588714314933,0.0278667680538698,0.0422009651609614,0.3001301698087944,0.0043955384942761,2.950383121479308,96
WEC,"WEC Energy Group, Inc.",0.2234432234432234,0.0321795930950317,0.0069636914565917,0.0069636914565905,0.0335071687502228,0.0564669005097181,0.2775155284326703,0.0051584276836688,2.9496245712754487,97
PHM,"PulteGroup, Inc.",0.3247863247863248,0.0343581456244718,0.0047674096978952,0.0047674096978943,0.0874403633311355,0.0818968184082644,0.2747843472766051,0.0044915893768106,2.949409239011157,98
PARA,Paramount Global,0.2185592185592185,0.0295306154308253,0.000189589247692,0.0001895892476916,0.0042205881488891,0.0,0.1270126510295015,0.0376280893389342,2.9478771875369945,99
DHI,"D.R. Horton, Inc.",0.2234432234432234,0.0519174472242255,0.0114886762985134,0.0114886762985126,0.1140568653994403,0.1128948323551823,0.208190088605496,0.0063451724010651,2.9308543919338583,100
DTE,DTE Energy Company,0.2564102564102564,0.0318799276329266,0.005442940990679,0.0054429409906785,0.0510314693948905,0.0774764084376102,0.2692688832179576,0.0026402598017505,2.9124471165440404,101
NTAP,"NetApp, Inc.",0.2991452991452991,0.0183077428016536,0.005197544764579,0.0051975447645781,0.0659659598221926,0.0766034806975315,0.3960574356946899,0.004502439278045,2.9122908591204104,102
TSN,"Tyson Foods, Inc.",0.2625152625152625,0.0296688107043591,0.0041596917159196,0.0041596917159188,0.024614282355464,0.0351612024527682,0.2563198819078887,0.0060554013479139,2.910258713267944,103
VLTO,Veralto Corp,0.2814407814407814,0.0160020710652478,0.0057140548731693,0.0057140548731693,0.0482218818453666,0.0654045076408439,0.3590135158745859,0.0036462199115072,2.8613547444111522,104
OMC,Omnicom Group Inc.,0.3046398046398046,0.0244072256891806,0.0031839201453685,0.0031839201453675,0.0477738154158541,0.0619489923216818,0.2451164479675093,0.0039532762580316,2.838569328131615,105
INVH,Invitation Homes Inc.,0.2881562881562881,0.0170394852332846,0.00386319986885,0.0038631998688495,0.0096249130132712,0.0172346460434369,0.2068682547631371,0.0084787427709174,2.838474663197386,106
PWR,"Quanta Services, Inc.",0.3473748473748473,0.020395052078167,0.0126085157699686,0.0126085157699679,0.2059055067329775,0.1939082375125013,0.478993062137526,0.0020154926055124,2.8342678124864884,107
BEN,"Franklin Resources, Inc.",0.3217338217338217,0.0190816337266523,0.0011435143108834,0.0011435143108829,0.0076128502141875,0.0088670277703296,0.1097235957642425,0.0101943322974709,2.7799411690307028,108
PNW,Pinnacle West Capital Corporati,0.3015873015873016,0.0211892647969832,0.0008165049496919,0.0008165049496916,0.0333945517770396,0.0509211455079227,0.3054237906535584,0.0026829765754763,2.771828772853494,109
DOV,Dover Corporation,0.2606837606837607,0.0196455998139578,0.0057700940676367,0.0057700940676357,0.0851508002001182,0.1266614633572342,0.343059422276894,0.0021039760615815,2.7372960782867617,110
BAX,Baxter International Inc.,0.2759462759462759,0.026759446324665,0.0024576565649806,0.0024576565649799,0.0174738380719858,0.0191072191176144,0.1351019199755921,0.0105515517823541,2.7301416361438133,111
AES,The AES Corporation,0.2271062271062271,0.0310507597157103,0.0006899489082176,0.0006899489082167,0.0077849852364679,0.0041667527381057,0.0981014529048987,0.0241174189416006,2.6876533206529376,112
PPG,"PPG Industries, Inc.",0.2435897435897435,0.0276758970352652,0.0063540821502475,0.0063540821502473,0.0581990984987548,0.0905458659524013,0.1592468737280874,0.0039287707945015,2.6820381775769486,113
XYL,Xylem Inc.,0.2606837606837607,0.0190859973077235,0.0065271943231336,0.0065271943231339,0.0635560342091526,0.0890943845713401,0.2502427699456684,0.0029248273200041,2.6521771022013265,114
IFF,International Flavors & Fragran,0.2753357753357753,0.0204461256207288,0.0045415513502402,0.0045415513502404,0.0499429854540921,0.0601988045931801,0.2598087820250686,0.0039944266615586,2.644118683953431,115
EMN,Eastman Chemical Company,0.3058608058608059,0.0190496307184756,0.0011130649217676,0.0011130649217668,0.0491237250916457,0.0640534989487913,0.2485873681755116,0.002204346940027,2.574540128680058,116
FFIV,"F5, Inc.",0.2869352869352869,0.0124897267201639,0.00237358875216,0.0023735887521598,0.0979575270682964,0.1406951197315515,0.420392032626557,0.0010459604258767,2.573881403547146,117
CSGP,"CoStar Group, Inc.",0.3192918192918193,0.0080398685646183,0.0067790198077946,0.0067790198077949,0.0560933262995706,0.0525346957519822,0.1676304699939344,0.0059508888804683,2.5732172824612833,118
UDR,"UDR, Inc.",0.2564102564102564,0.0139967774688454,0.0028415879460602,0.0028415879460599,0.0134460934924443,0.0216782905285531,0.2902429833930193,0.0060191337716234,2.569073823167781,119
VLO,Valero Energy Corporation,0.1599511599511599,0.063650186659186,0.0092871286946011,0.0092871286946003,0.1162998231599563,0.1008464233948265,0.1980617522138338,0.0073365190733267,2.533222247999208,120
TTWO,"Take-Two Interactive Software, ",0.2777777777777778,0.0080056835331569,0.0075905149254214,0.007590514925421,0.0884679911131138,0.1107230406583459,0.2978239870671609,0.0038284052257856,2.5293848674139747,121
HRL,Hormel Foods Corporation,0.2393162393162393,0.016648176189714,0.0031655867419162,0.0031655867419159,0.0089355842034477,0.0154090816689615,0.2227846515042964,0.0064794841323396,2.4618149310416673,122
BBY,"Best Buy Co., Inc.",0.2338217338217338,0.0262503066272219,0.0034382360811636,0.0034382360811627,0.0560622642812678,0.0537578427077622,0.2828380488662807,0.0077314280800571,2.4330314265067456,123
FRT,Federal Realty Investment Trust,0.2881562881562881,0.0121764463637584,0.0007920723362239,0.0007920723362239,0.0448241787180994,0.0710947252299345,0.2675588612808896,0.0012912168308977,2.4245186068241114,124
ADM,Archer-Daniels-Midland Company,0.1813186813186813,0.0358075695455136,0.0052217226091889,0.0052217226091889,0.0302857307521853,0.0352647847523312,0.10733290503379,0.0104963826310346,2.418493869316078,125
EXPE,"Expedia Group, Inc.",0.2728937728937728,0.0193114735126481,0.0050852455137526,0.005085245513752,0.1005525026039614,0.0986819275569526,0.3399988661714739,0.0050895912886488,2.4161581329666006,126
LH,Labcorp Holdings Inc.,0.2979242979242979,0.0189732601362578,0.0036905368855015,0.0036905368855018,0.1267859495649083,0.1555161353288335,0.2300708340599527,0.0013679041919377,2.320503329366396,127
ESS,"Essex Property Trust, Inc.",0.2991452991452991,0.0148707072371636,0.0036229786546245,0.0036229786546239,0.1505990504188345,0.1936377669179122,0.2948662567785602,0.0006292804663023,2.2981281333184422,128
IQV,"IQVIA Holdings, Inc.",0.278998778998779,0.0273631398989498,0.0087587573692055,0.0087587573692049,0.1595877213267517,0.163844372252763,0.1762479421971529,0.0027926193035525,2.2751046986909,129
ALLE,Allegion plc,0.2857142857142857,0.0132629049672641,0.0013725362718327,0.0013725362718315,0.0713242117951202,0.09045644430654,0.2643790993554907,0.0015683029403036,2.2713532529573413,130
LKQ,LKQ Corporation,0.2551892551892551,0.0193987544440389,0.0007944420910002,0.0007944420909997,0.0180704896072972,0.0240734653367361,0.1438917629848512,0.004839215242456,2.263177135053446,131
EFX,"Equifax, Inc.",0.3095238095238095,0.019149276215731,0.0076130154639464,0.0076130154639462,0.1837205288211698,0.1886408439198746,0.2701329781271126,0.0019675638013219,2.2178141249388035,132
UHS,"Universal Health Services, Inc.",0.3211233211233211,0.0222503095207593,0.0014912395843001,0.0014912395842989,0.1380097961890829,0.1358280466785776,0.3016144148508847,0.0014374658960057,2.2036452738033754,133
BWA,BorgWarner Inc.,0.2234432234432234,0.0204897660864242,0.0,0.0,0.0155000890781654,0.0167034000493686,0.1893204227764723,0.0066116995824125,2.1281426565183126,134
IEX,IDEX Corporation,0.2564102564102564,0.0130759785386179,0.0027674439868594,0.0027674439868596,0.1076308361813245,0.1543153682824147,0.2320107395185259,0.0009298536331226,2.125174033668834,135
SOLV,Solventum Corporation,0.2551892551892551,0.0201842828265563,0.0013892555170368,0.0013892555170372,0.051165264538722,0.0395551854729098,0.2233346422807385,0.0038888073594755,2.0957395122849385,136
DG,Dollar General Corporation,0.2783882783882784,0.0288067581251846,0.002986238175783,0.0029862381757831,0.0951386289115761,0.0800847127416627,0.043698051671228,0.0082850279100302,2.0861685888847266,137
KMX,CarMax Inc,0.2515262515262515,0.0135434258807542,0.0018219861775582,0.0018219861775582,0.0563004139919918,0.0491364102918139,0.2822459810579215,0.0047275622507959,2.077645118256662,138
DXCM,"DexCom, Inc.",0.2649572649572649,0.0129137812417008,0.0073791967559964,0.007379196755996,0.0903265671355828,0.068889164735327,0.0887923779518369,0.0098623722577049,2.033159270156335,139
HSIC,"Henry Schein, Inc.",0.2551892551892551,0.0135072915751584,0.0005264765792229,0.0005264765792221,0.0427119580174521,0.0456972322714548,0.2050293668170118,0.0033393525913526,2.0260372892854135,140
FDS,FactSet Research Systems Inc.,0.2826617826617826,0.01284659680295,0.0034619603812127,0.0034619603812125,0.2385157065061728,0.3282512016300477,0.2563478045275568,0.0003416895880785,1.9639746949201138,141
RVTY,"Revvity, Inc.",0.2649572649572649,0.0125334253731469,0.0020434285316709,0.0020434285316696,0.0791169619190115,0.0762092827510105,0.2454711661279129,0.0018631766434922,1.9411873056794575,142
