Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,TOPSIS Score,Rank
IP,International Paper Company,0.2625152625152625,0.0210207255512167,0.0036284398537389,0.0036284398537384,0.022737596120747,0.0244894741866679,0.4453824190846371,0.0131810689394058,0.31201481570991485,70
GPN,Global Payments Inc.,0.2838827838827839,0.0384852330770054,0.0065431430403014,0.0065431430403003,0.0713837349048667,0.0771185764890111,0.1867360055819125,0.0055492492606398,0.30411094347671763,71
UDR,"UDR, Inc.",0.2564102564102564,0.0139967774688454,0.0028415879460602,0.0028415879460599,0.0134460934924443,0.0216782905285531,0.2902429833930193,0.0060191337716234,0.3126139530643595,72
CLX,Clorox Company (The),0.4181929181929182,0.0167730535568633,0.004065333916456,0.0040653339164554,0.0715468388899647,0.1032651477928569,0.2952348357840488,0.0028882220449183,0.31074374188386644,73
CCL,Carnival Corporation,0.3455433455433455,0.0495543171705648,0.0085308888672626,0.0085308888672629,0.0095503633547033,0.0049329050853742,0.4708059040792977,0.0746657633075217,0.32222494396671997,74
FFIV,"F5, Inc.",0.2869352869352869,0.0124897267201639,0.00237358875216,0.0023735887521598,0.0979575270682964,0.1406951197315515,0.420392032626557,0.0010459604258767,0.2984789213848915,75
STZ,"Constellation Brands, Inc.",0.2704517704517705,0.035075137761173,0.0104387187738948,0.0104387187738942,0.1276854594815866,0.1789681088195597,0.2089764421875213,0.002889871246897,0.29372575992683236,76
CAT,"Caterpillar, Inc.",0.2271062271062271,0.1218592930894206,0.0515678616450334,0.0515678616450325,0.2207221556221717,0.2549686409207701,0.3436449161044384,0.0063274474620904,0.2849323062098108,77
HST,"Host Hotels & Resorts, Inc.",0.3089133089133089,0.0178204247335532,0.0017993248142472,0.0017993248142459,0.0035139208141147,0.0051971181015444,0.2049546281424015,0.0176589199221409,0.31695270224567257,78
DHI,"D.R. Horton, Inc.",0.2234432234432234,0.0519174472242255,0.0114886762985134,0.0114886762985126,0.1140568653994403,0.1128948323551823,0.208190088605496,0.0063451724010651,0.29396814745231487,79
FDS,FactSet Research Systems Inc.,0.2826617826617826,0.01284659680295,0.0034619603812127,0.0034619603812125,0.2385157065061728,0.3282512016300477,0.2563478045275568,0.0003416895880785,0.27212467810048463,80
EXPE,"Expedia Group, Inc.",0.2728937728937728,0.0193114735126481,0.0050852455137526,0.005085245513752,0.1005525026039614,0.0986819275569526,0.3399988661714739,0.0050895912886488,0.29667214023309807,81
JCI,Johnson Controls International ,0.1947496947496947,0.0303088708678918,0.0141035330258367,0.0141035330258358,0.0330023944131184,0.0432242099447086,0.4125235972853994,0.0121776033405623,0.3089805546225922,82
PKG,Packaging Corporation of Americ,0.3302808302808303,0.0186204990069724,0.0041015359801687,0.0041015359801676,0.0928672130219477,0.137928331227343,0.4033109182310175,0.0012418129838556,0.3023090069542273,83
ALL,Allstate Corporation (The),0.3424908424908425,0.051845440223079,0.0134524271918399,0.0134524271918393,0.0951140504489898,0.121813534210852,0.3841577046597098,0.0036970011023784,0.30524059299397976,84
LEN,Lennar Corporation,0.300976800976801,0.0470557755232087,0.0092150655032789,0.0092150655032781,0.1144619503770443,0.115160201406205,0.2102751392481042,0.0051458521203509,0.29718920864595666,85
DELL,Dell Technologies Inc.,0.3083028083028083,0.0702689878300003,0.0225163404157327,0.0225163404157315,0.1405724122053466,0.0799743748064111,0.4699165897221435,0.0258502587173126,0.2952753284805604,86
IR,Ingersoll Rand Inc.,0.2954822954822955,0.0206286884683037,0.0091796305457986,0.0091796305457978,0.0498596481632282,0.0615677421244016,0.3233241152705734,0.0061371616245061,0.30867253793825317,87
IEX,IDEX Corporation,0.2564102564102564,0.0130759785386179,0.0027674439868594,0.0027674439868596,0.1076308361813245,0.1543153682824147,0.2320107395185259,0.0009298536331226,0.29471499686091907,88
FCX,"Freeport-McMoRan, Inc.",0.3540903540903541,0.0788079769393854,0.0148449135139578,0.0148449135139574,0.0274849576193693,0.0255853453984307,0.2047006616499953,0.0331374047400282,0.3204245095424009,89
HIG,Hartford Financial Services Gro,0.3107448107448107,0.0377422977890068,0.007522322105447,0.0075223221054471,0.042261533078523,0.0698477837406142,0.3836897115112969,0.0038731131480691,0.31213688090295394,90
EL,"Estee Lauder Companies, Inc. (T",0.2252747252747252,0.0245337835051956,0.005991026884033,0.0059910268840333,0.0965079640747017,0.0752383250583735,0.0297712712806794,0.0090574777983378,0.2946330897165707,91
EQR,Equity Residential,0.2735042735042735,0.0198655766219573,0.0063588714314942,0.0063588714314933,0.0278667680538698,0.0422009651609614,0.3001301698087944,0.0043955384942761,0.31145342235508755,92
ON,ON Semiconductor Corporation,0.1355311355311355,0.0265601553301542,0.006354380780411,0.0063543807804107,0.071853547314545,0.0461291750101409,0.1541410079272333,0.0172167936149712,0.29653747887902565,93
TJX,"TJX Companies, Inc. (The)",0.2869352869352869,0.0586242610897594,0.03954497393499,0.0395449739349891,0.0399693966690717,0.0727511752629353,0.3680019557411595,0.0134737932640979,0.3173814439919434,94
NDAQ,"Nasdaq, Inc.",0.4426129426129426,0.0250720149844424,0.0114485043200651,0.0114485043200647,0.0245107454213597,0.040925195913735,0.3924838568272146,0.0071340951941343,0.3223764795262801,95
LH,Labcorp Holdings Inc.,0.2979242979242979,0.0189732601362578,0.0036905368855015,0.0036905368855018,0.1267859495649083,0.1555161353288335,0.2300708340599527,0.0013679041919377,0.2929646448319576,96
HPE,Hewlett Packard Enterprise Comp,0.3144078144078144,0.0425063824262541,0.0065167771075979,0.0065167771075982,0.0065503908473593,0.0053384037678477,0.3546459988751038,0.0399159009787188,0.31942599750966544,97
AJG,Arthur J. Gallagher & Co.,0.3253968253968253,0.0314013376579652,0.0193652347481601,0.0193652347481599,0.1267755735058968,0.1915479740985294,0.3469145844408919,0.002235574521088,0.2985830841231428,98
PFG,Principal Financial Group Inc,0.0421245421245421,0.00669137817463,0.0032530119665641,0.0032530119665633,0.0343134708882299,0.0521711094545345,0.2275681612840881,0.0026780374651071,0.3006727704503897,99
BWA,BorgWarner Inc.,0.2234432234432234,0.0204897660864242,0.0,0.0,0.0155000890781654,0.0167034000493686,0.1893204227764723,0.0066116995824125,0.3104820946491339,100
NTAP,"NetApp, Inc.",0.2991452991452991,0.0183077428016536,0.005197544764579,0.0051975447645781,0.0659659598221926,0.0766034806975315,0.3960574356946899,0.004502439278045,0.30523988372965216,101
WTW,Willis Towers Watson Public Lim,0.2875457875457875,0.0255738798744413,0.0075991397378301,0.0075991397378302,0.1265788312617305,0.1998525854585708,0.3746225910145548,0.0010009148047978,0.2950166849864207,102
LRCX,Lam Research Corporation,0.373015873015873,0.0425878222849671,0.0259428030027016,0.0259428030027014,0.075405525198546,0.0563182354988205,0.2194902434406446,0.0293713399862077,0.3109816372772264,103
ED,"Consolidated Edison, Inc.",0.2875457875457875,0.0472122760519212,0.0073574421707338,0.0073574421707333,0.0371970979581901,0.0628686305195642,0.2263473893763178,0.0046620019588696,0.31209371878898107,104
TTWO,"Take-Two Interactive Software, ",0.2777777777777778,0.0080056835331569,0.0075905149254214,0.007590514925421,0.0884679911131138,0.1107230406583459,0.2978239870671609,0.0038284052257856,0.29946003957153194,105
GDDY,GoDaddy Inc.,0.2973137973137973,0.0141880828400068,0.0066423710000143,0.0066423710000132,0.0821922607094393,0.1003520421730188,0.6594166934799012,0.0034549708889939,0.30304610721738434,106
AES,The AES Corporation,0.2271062271062271,0.0310507597157103,0.0006899489082176,0.0006899489082167,0.0077849852364679,0.0041667527381057,0.0981014529048987,0.0241174189416006,0.3129090417302331,107
CME,CME Group Inc.,0.3656898656898657,0.037421539667898,0.0239942411860646,0.0239942411860647,0.1029145539812709,0.1509336524984033,0.2967371978641873,0.004807915449074,0.3059369104152362,108
FSLR,"First Solar, Inc.",0.3186813186813187,0.0192894061002027,0.0038137292936867,0.003813729293686,0.2775377340813528,0.1429060173114223,0.2625103963674323,0.0061943845791913,0.2582063777017873,109
DOV,Dover Corporation,0.2606837606837607,0.0196455998139578,0.0057700940676367,0.0057700940676357,0.0851508002001182,0.1266614633572342,0.343059422276894,0.0021039760615815,0.3002454044133013,110
SBUX,Starbucks Corporation,0.2332112332112332,0.0555330619018327,0.0281813471509908,0.0281813471509909,0.0471693892421122,0.0585237430243691,0.2114463509806904,0.0280738619222984,0.31105768463204114,111
VRTX,Vertex Pharmaceuticals Incorpor,0.3235653235653236,0.0391431572033278,0.0289615060101308,0.0289615060101305,0.2782301691423789,0.3337698695293742,0.2231886935250945,0.0028810507242726,0.27012443874141745,112
DXCM,"DexCom, Inc.",0.2649572649572649,0.0129137812417008,0.0073791967559964,0.007379196755996,0.0903265671355828,0.068889164735327,0.0887923779518369,0.0098623722577049,0.2973834059116106,113
AXON,"Axon Enterprise, Inc.",0.4462759462759463,0.0081338410340824,0.0125149922685241,0.0125149922685244,0.3043548462110248,0.265461672547499,0.8785441582622555,0.0012507513824746,0.2692928756117871,114
VLTO,Veralto Corp,0.2814407814407814,0.0160020710652478,0.0057140548731693,0.0057140548731693,0.0482218818453666,0.0654045076408439,0.3590135158745859,0.0036462199115072,0.3077837291189087,115
EA,Electronic Arts Inc.,0.2881562881562881,0.0205479533740181,0.0096577847206221,0.0096577847206211,0.0675540290831459,0.098699013029019,0.2748670454595077,0.0050558139754879,0.305193959493535,116
MSI,"Motorola Solutions, Inc.",0.3089133089133089,0.0297269979919529,0.0217400861459801,0.0217400861459794,0.1695250768505074,0.2889057619946572,0.4529439805576178,0.001493351860806,0.29196621304901843,117
FRT,Federal Realty Investment Trust,0.2881562881562881,0.0121764463637584,0.0007920723362239,0.0007920723362239,0.0448241787180994,0.0710947252299345,0.2675588612808896,0.0012912168308977,0.30787323764992774,118
BLDR,"Builders FirstSource, Inc.",0.2118437118437118,0.0238873869787931,0.0031435808095994,0.0031435808095985,0.1706575425237414,0.1239825733034189,0.199081809519537,0.0036906219933723,0.27774761524608793,119
PAYX,"Paychex, Inc.",0.268009768009768,0.023957727496023,0.0131449749956248,0.0131449749956241,0.0584592306824248,0.0870337827816849,0.3153371345061693,0.0043839133725365,0.30665583446152694,120
BAX,Baxter International Inc.,0.2759462759462759,0.026759446324665,0.0024576565649806,0.0024576565649799,0.0174738380719858,0.0191072191176144,0.1351019199755921,0.0105515517823541,0.3130232298750977,121
SWK,"Stanley Black & Decker, Inc.",0.2216117216117216,0.018901980243457,0.0017222306378898,0.0017222306378887,0.0595580778454658,0.0601736045810282,0.1672415230725492,0.0035122437551363,0.3017069629757608,122
AOS,A.O. Smith Corporation,0.2301587301587301,0.0126861237117389,0.0009088868129073,0.0009088868129061,0.0398361006487035,0.0528333758382426,0.1709695614197583,0.002198784467416,0.30578553498488525,123
PPG,"PPG Industries, Inc.",0.2435897435897435,0.0276758970352652,0.0063540821502475,0.0063540821502473,0.0581990984987548,0.0905458659524013,0.1592468737280874,0.0039287707945015,0.30465321270881607,124
DTE,DTE Energy Company,0.2564102564102564,0.0318799276329266,0.005442940990679,0.0054429409906785,0.0510314693948905,0.0774764084376102,0.2692688832179576,0.0026402598017505,0.3068543398360797,125
GIS,"General Mills, Inc.",0.2454212454212454,0.037455724001112,0.0085337457624931,0.0085337457624927,0.0283314052708113,0.0419588668797114,0.2173099159401608,0.0100529331392767,0.3112674046173885,126
HLT,Hilton Worldwide Holdings Inc.,0.2912087912087912,0.0246719769167362,0.0163530431225869,0.016353043122587,0.1020318839304454,0.1544349390326244,0.4007945051495902,0.0036717299758562,0.3005736456848521,127
SOLV,Solventum Corporation,0.2551892551892551,0.0201842828265563,0.0013892555170368,0.0013892555170372,0.051165264538722,0.0395551854729098,0.2233346422807385,0.0038888073594755,0.3047807266268227,128
KIM,Kimco Realty Corporation (HC),0.336996336996337,0.0154990573254426,0.0026777868128126,0.0026777868128127,0.0028072537262012,0.0070939350910703,0.2799781014432891,0.0114870146137072,0.3185304921332798,129
TSN,"Tyson Foods, Inc.",0.2625152625152625,0.0296688107043591,0.0041596917159196,0.0041596917159188,0.024614282355464,0.0351612024527682,0.2563198819078887,0.0060554013479139,0.3117134136706659,130
DLR,"Digital Realty Trust, Inc.",0.2625152625152625,0.0238035097709773,0.0162231813074176,0.0162231813074174,0.092922877201487,0.1058511834390293,0.3733518650754882,0.0045792105328109,0.2997689991648165,131
BBY,"Best Buy Co., Inc.",0.2338217338217338,0.0262503066272219,0.0034382360811636,0.0034382360811627,0.0560622642812678,0.0537578427077622,0.2828380488662807,0.0077314280800571,0.3038162694292059,132
UBER,"Uber Technologies, Inc.",0.3772893772893773,0.0318581069345806,0.0367295932743589,0.0367295932743577,0.0570737364959175,0.045210099100096,0.2543723212138696,0.0501525486343663,0.316377049812011,133
FDX,FedEx Corporation,0.3376068376068376,0.0859722862588838,0.0180561209905134,0.018056120990512,0.1467887557665132,0.1940791053520003,0.2768200630300468,0.0043995781364701,0.2981693936649737,134
TT,Trane Technologies plc,0.3223443223443223,0.0336488211757806,0.0236605841930051,0.0236605841930051,0.204049509419883,0.2431764201876674,0.4780867716704605,0.0025888733017178,0.2835919602296396,135
FOXA,Fox Corporation,0.3205128205128205,0.0288105472813527,0.0045488043303354,0.0045488043303353,0.0119706367611773,0.0189122085899771,0.5081117266541986,0.0079318820496097,0.3175686193731731,136
HSIC,"Henry Schein, Inc.",0.2551892551892551,0.0135072915751584,0.0005264765792229,0.0005264765792221,0.0427119580174521,0.0456972322714548,0.2050293668170118,0.0033393525913526,0.3062173306149096,137
PPL,PPL Corporation,0.2594627594627595,0.0306289009496581,0.0051522120836182,0.0051522120836173,0.0045480370890284,0.0133637148256936,0.3132132534836601,0.0123323161144731,0.31585347929341123,138
FTNT,"Fortinet, Inc.",0.3321123321123321,0.0193689336918962,0.0205112031146265,0.020511203114626,0.0478553501281373,0.0452080960797171,0.526866193498384,0.0138453872486493,0.31282964055963836,139
K,Kellanova,0.2484737484737484,0.0215807777288095,0.0063113911019411,0.0063113911019403,0.0153874874103605,0.0408898977019799,0.4044331099961096,0.0073368642057434,0.3133691407674578,140
SO,Southern Company (The),0.2783882783882784,0.1017992284844197,0.0254617844668935,0.0254617844668928,0.0291014820471036,0.0511381972650374,0.3092516356877487,0.0112050701018203,0.31962727927788126,141
