Symbol,Shortname,Revenuegrowth,Ebitda,Marketcap,Weight,Volatility,Average Close Price,Return,Average Volume,ARAS Score,Rank
AXON,"Axon Enterprise, Inc.",0.4462759462759463,0.0081338410340824,0.0125149922685241,0.0125149922685244,0.3043548462110248,0.265461672547499,0.8785441582622555,0.0012507513824746,-0.8793525942227784,142
HCA,"HCA Healthcare, Inc.",0.300976800976801,0.1067887893265917,0.0212446736362927,0.0212446736362917,0.2101195809622544,0.246321337147206,0.2809229984218421,0.0028286904198519,-0.9367380654729962,143
CAT,"Caterpillar, Inc.",0.2271062271062271,0.1218592930894206,0.0515678616450334,0.0515678616450325,0.2207221556221717,0.2549686409207701,0.3436449161044384,0.0063274474620904,-0.9600536370780228,144
BLDR,"Builders FirstSource, Inc.",0.2118437118437118,0.0238873869787931,0.0031435808095994,0.0031435808095985,0.1706575425237414,0.1239825733034189,0.199081809519537,0.0036906219933723,-1.0652087119755071,145
ISRG,"Intuitive Surgical, Inc.",0.3559218559218559,0.0250218286816418,0.0546257698157567,0.054625769815757,0.2766200630990731,0.3244584028776027,0.4854311784309205,0.003440883114718,-1.1333503815139359,146
DE,Deere & Company,0.1501831501831501,0.1112764834167715,0.0335622695003252,0.0335622695003255,0.2290844139336259,0.2870404095401032,0.2707254718530198,0.0034127574776235,-1.2709871644588986,147
ALB,Albemarle Corporation,0.0,0.0,0.0010473700186814,0.001047370018681,0.1371141452026117,0.0723293510486422,0.0689468212752881,0.0071339539553299,-1.3151387168693742,148
FDS,FactSet Research Systems Inc.,0.2826617826617826,0.01284659680295,0.0034619603812127,0.0034619603812125,0.2385157065061728,0.3282512016300477,0.2563478045275568,0.0003416895880785,-1.3199094717566457,149
ENPH,"Enphase Energy, Inc.",0.0641025641025641,0.0075496406666398,0.0008145131487162,0.0008145131487151,0.1585756033238841,0.0722936753059736,0.0438589842081892,0.0101630505571691,-1.457096964597283,150
VRTX,Vertex Pharmaceuticals Incorpor,0.3235653235653236,0.0391431572033278,0.0289615060101308,0.0289615060101305,0.2782301691423789,0.3337698695293742,0.2231886935250945,0.0028810507242726,-1.602905299934972,151
PH,Parker-Hannifin Corporation,0.2600732600732601,0.0428930141428987,0.0231893532608046,0.0231893532608042,0.3253335865264205,0.4195954434880284,0.4118727202222641,0.0013196461845189,-1.7868353350077246,152
FSLR,"First Solar, Inc.",0.3186813186813187,0.0192894061002027,0.0038137292936867,0.003813729293686,0.2775377340813528,0.1429060173114223,0.2625103963674323,0.0061943845791913,-1.8332033673090304,153
WST,"West Pharmaceutical Services, I",0.2521367521367521,0.0122177160466081,0.0051729954987033,0.0051729954987021,0.2781537844430167,0.2457138879794261,0.216229637326626,0.0011346838817186,-1.8937767257005431,154
DPZ,Domino's Pizza Inc,0.2716727716727716,0.0135008984214959,0.0023527001943715,0.0023527001943703,0.3084589587033846,0.3332186786274548,0.2506826723237192,0.001220337251971,-2.0139609994848233,155
NFLX,"Netflix, Inc.",0.3443223443223443,0.0793672899056767,0.1159259169414439,0.1159259169414442,0.4826601171905213,0.4959970043578891,0.6365196493702446,0.009081971580463,-2.5332766594817016,156
EQIX,"Equinix, Inc.",0.3681318681318681,0.0311882772237182,0.025060104499765,0.0250601044997645,0.507222583187911,0.618631794521627,0.2984358020324942,0.0010364475145272,-3.3368618494383697,157
TDG,Transdigm Group Incorporated,0.3626373626373626,0.0350802284505901,0.0196809241597175,0.0196809241597175,0.8068675500310715,0.9058208048303048,0.3587854591613263,0.0002547417057772,-5.832051158525559,158
MTD,"Mettler-Toledo International, I",0.2606837606837607,0.0151106790591736,0.0057717975038608,0.0057717975038605,1.0,1.0,0.2430691019221232,0.0,-7.952398615913861,159
